source,day_label,lect_num,type,reference,rendered_first_line,best_source_line,source_method,source_confidence,issue
standard,Ordinary Time/30/Tuesday/I,480,gospel,Luke 13:18-21,"Jesus said,","Jesus said,",weekday_direct,100,match_exact
standard,Ordinary Time/30/Tuesday/II,480,first_reading,Ephesians 5:21-33,21. I consider that the sufferings of this present time,"My brothers and sisters, be subject to one another out of reverence for Christ.",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Tuesday/II,480,gospel,Luke 13:18-21,"Jesus said,","Jesus said,",weekday_direct,100,match_exact
standard,Ordinary Time/30/Wednesday/I,481,first_reading,Rom 8:26-30,26. The Spirit helps us in our weakness;,The Spirit helps us in our weakness;,weekday_direct,100,match_exact
standard,Ordinary Time/30/Wednesday/I,481,gospel,Luke 13:22-30,"22. Jesus went through one town and village after another,","Jesus went through one town and village after another,",weekday_direct,100,match_exact
standard,Ordinary Time/30/Wednesday/II,481,first_reading,Ephesians 6:1-9,1. The Spirit helps us in our weakness;,"Children,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Wednesday/II,481,gospel,Luke 13:22-30,"22. Jesus went through one town and village after another,","Jesus went through one town and village after another,",weekday_direct,100,match_exact
standard,Ordinary Time/30/Thursday/I,482,first_reading,Rom 8:31b-39,"31. If God is for us, who is against us?","If God is for us, who is against us?",weekday_direct,100,match_exact
standard,Ordinary Time/30/Thursday/I,482,gospel,Luke 13:31-35,"31. Some Pharisees came and said to Jesus,","Some Pharisees came and said to Jesus,",weekday_direct,100,match_exact
standard,Ordinary Time/30/Thursday/II,482,first_reading,Ephesians 6:10-20,"10. If God is for us, who is against us?",Beloved: Be strong in the Lord and in the strength of his power.,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Thursday/II,482,gospel,Luke 13:31-35,"31. Some Pharisees came and said to Jesus,","Some Pharisees came and said to Jesus,",weekday_direct,100,match_exact
standard,Ordinary Time/30/Friday/I,483,first_reading,Rom 9:1-5,1. I am speaking the truth in Christ.,I am speaking the truth in Christ.,weekday_direct,100,match_exact
standard,Ordinary Time/30/Friday/I,483,gospel,Luke 14:1-6,At that time,On one occasion,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Friday/II,483,first_reading,Phil 1:1-11,"1. From Paul and Timothy, servants of Christ Jesus:","From Paul and Timothy, servants of Christ Jesus:",weekday_direct,100,match_exact
standard,Ordinary Time/30/Friday/II,483,gospel,Luke 14:1-6,At that time,On one occasion,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Saturday/I,484,first_reading,Rom 16:3-27,"Brethren: I ask, has God rejected his people?",,,0,no_authoritative_source
standard,Ordinary Time/30/Saturday/I,484,gospel,Luke 16:9-15,At that time,"Jesus said to his disciples,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/30/Saturday/II,484,first_reading,Eph 4:7-16,7. Each of us was given grace according to the measure of Christ's gift.,Each of us was given grace according to the measure of Christ's gift.,weekday_direct,100,match_exact
standard,Ordinary Time/30/Saturday/II,484,gospel,Luke 13:1-9,At that time,SOME people told Jesus about the Galileans,sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/31/Sunday/A,,first_reading,"Mal 1:14b-2:2b, 8-10",Thus says the LORD: Vows it,"A GREAT King am I, says the LORD of hosts, and my name will be feared among the nations.",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/31/Sunday/A,,gospel,Matt 23:1-12,"At that time: Said Jesus to the crowds and to his disciples,","Jesus said to the crowds and to his disciples,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/31/Sunday/B,,first_reading,Deut 6:2-6,"Moses said to the people: That you may fear the LORD your God, you and your son and your son's son, by keeping all his statutes and his commandments, which I command you, all the days of your life; and that your days may be prolonged.","MOSES spoke to the people, saying: ""Fear the LORD, your God,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/31/Sunday/B,,gospel,Mark 12:28b-34,"At that time: Seeing that he answered them well, asked him, ""Which commandment is the first of all","ONE of the scribes came to Jesus and asked him,",sunday_column_right,100,substantive_mismatch
standard,Ordinary Time/31/Sunday/C,,first_reading,Wis 11:22-12:2,"Wisdom has been given to us: Because the whole world before thee is like a speck that tips the scales,",BEFORE the LORD the whole universe is as a grain from a balance or a drop of morning dew come down upon the earth.,sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/31/Sunday/C,,gospel,Luke 19:1-10,At that time: He entered Jericho and was passing through.,Jesus entered Jericho and was passing through it.,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/31/Monday/II,485,first_reading,Phil 2:1-4,"Brothers and sisters, if there is any encouragement in Christ,","Brothers and sisters, if there is any encouragement in Christ,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Monday/II,485,gospel,Luke 14:12-14,"At that time, Jesus said to the one who had invited him,","One sabbath Jesus was at the house of a leader of the Pharisees to eat a meal. Jesus said to the one who had invited him,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/31/Monday/II,491,first_reading,Eph 2:1-10,"Brothers and sisters, you were dead through the trespasses and sins","Brothers and sisters, you were dead through the trespasses and sins",weekday_direct,100,match_exact
standard,Ordinary Time/31/Monday/II,491,gospel,Luke 12:13-21,"At that time, Jesus said to his disciples,","Someone in the crowd said to Jesus,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/31/Tuesday/I,486,first_reading,Rom 12:5-16a,"5. We, who are many, are one body in Christ,","We, who are many, are one body in Christ,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Tuesday/I,486,gospel,Luke 14:15-24,"At that time, One of the dinner guests said to Jesus,","One sabbath Jesus was at the house of a leader of the Pharisees to eat a meal. One of the dinner guests said to Jesus,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/31/Tuesday/II,486,first_reading,Phil 2:5-11,"5. Let the same mind be in you that was in Christ Jesus,","Let the same mind be in you that was in Christ Jesus,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Tuesday/II,486,gospel,Luke 14:15-24,"At that time, One of the dinner guests said to Jesus,","One sabbath Jesus was at the house of a leader of the Pharisees to eat a meal. One of the dinner guests said to Jesus,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/31/Wednesday/I,487,first_reading,Rom 13:8-10,"Brothers and sisters: Owe no one anything, except to love one another;","Brothers and sisters: Owe no one anything, except to love one another;",weekday_direct,100,match_exact
standard,Ordinary Time/31/Wednesday/I,487,gospel,Luke 14:25-33,25. Now large crowds were travelling with Jesus;,Now large crowds were travelling with Jesus;,weekday_direct,100,match_exact
standard,Ordinary Time/31/Wednesday/II,487,first_reading,Phil 2:12-18,"12. My beloved,","My beloved,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Wednesday/II,487,gospel,Luke 14:25-33,25. Now large crowds were travelling with Jesus;,Now large crowds were travelling with Jesus;,weekday_direct,100,match_exact
standard,Ordinary Time/31/Thursday/I,488,first_reading,Rom 14:7-12,"7. My brothers and sisters, we do not live to ourselves,","My brothers and sisters, we do not live to ourselves,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Thursday/I,488,gospel,Luke 15:1-10,1. All the tax collectors and sinners were coming near to listen to Jesus.,All the tax collectors and sinners were coming near to listen to Jesus.,weekday_direct,100,match_exact
standard,Ordinary Time/31/Thursday/II,488,first_reading,Phil 3:3-8a,"3. My brothers and sisters, It is we who are the circumcision,","My brothers and sisters, It is we who are the circumcision,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Thursday/II,488,gospel,Luke 15:1-10,1. All the tax collectors and sinners were coming near to listen to Jesus.,All the tax collectors and sinners were coming near to listen to Jesus.,weekday_direct,100,match_exact
standard,Ordinary Time/31/Friday/I,489,first_reading,Rom 15:14-21,"14. I myself feel confident about you, my brothers and sisters,","I myself feel confident about you, my brothers and sisters,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Friday/I,489,gospel,Luke 16:1-8,"Jesus said to the disciples,","Jesus said to the disciples,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Friday/II,489,first_reading,Phil 3:17-21; 4.1,"Brothers and sisters,","Brothers and sisters,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Friday/II,489,gospel,Luke 16:1-8,"Jesus said to the disciples,","Jesus said to the disciples,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Saturday/I,490,first_reading,"Rom 16:3-9, 16, 22-27","3. Greet Prisca and Aquila, who work with me in Christ Jesus,","Greet Prisca and Aquila, who work with me in Christ Jesus,",weekday_direct,100,match_exact
standard,Ordinary Time/31/Saturday/I,490,gospel,Luke 16:9-15,"At that time, Jesus said to his disciples,","Jesus said to his disciples,",weekday_direct,100,temporal_prefix_mismatch
standard,Ordinary Time/31/Saturday/II,490,first_reading,Phil 4:10-19,10. I rejoice in the Lord greatly,I rejoice in the Lord greatly,weekday_direct,100,match_exact
standard,Ordinary Time/31/Saturday/II,490,gospel,Luke 16:9-15,"At that time, Jesus said to his disciples,","Jesus said to his disciples,",weekday_direct,100,temporal_prefix_mismatch
standard,Ordinary Time/32/Sunday/A,,first_reading,Wis 6:12-16,"Wisdom has been given to us: Wisdom is radiant and unfading,","RESPLENDENT and unfading is wisdom, and she is readily perceived by those who love her,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/32/Sunday/A,,gospel,Matt 25:1-13,"At that time: ""Then the kingdom of heaven shall be compared to ten maidens who took their lamps and went to meet the bridegroom.","Jesus told this parable to his disciples: ""The kingdom of heaven will be like this.",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/32/Sunday/B,,first_reading,1 Kgs 17:10-16,"In those days: He arose and went to Zarephath; and when he came to the gate of the city, behold, a widow was there gathering sticks; and he called to her and said, ""Bring me a little water in a vessel, that I may drink.""","IN those days, Elijah the prophet went to Zarephath. As he arrived at the entrance of the city,",sunday_column_left,100,substantive_mismatch
standard,Ordinary Time/32/Sunday/B,,gospel,Mark 12:38-44,"At that time: In his teaching he said, ""Beware of the scribes, who like to go about in long robes, and to have salutations in the market places","When Jesus was teaching the crowd, he said,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/32/Sunday/C,,first_reading,"2 Macc 7:1-2, 9-14","In those days: It happened also that seven brothers and their mother were arrested and were being compelled by the king, under torture with whips and cords, to partake of unlawful swine's flesh.",,,0,no_authoritative_source
standard,Ordinary Time/32/Sunday/C,,gospel,Luke 20:27-38,"At that time: There came to him some Sadducees, those who say that there is no resurrection,",,,0,no_authoritative_source
standard,Ordinary Time/32/Monday/I,491,first_reading,Wis 1:1-7,"1. Love righteousness, you rulers of the earth,","Love righteousness, you rulers of the earth,",weekday_direct,100,match_exact
standard,Ordinary Time/32/Monday/I,491,gospel,Luke 17:1-6,Jesus said to his disciples,"Jesus said to his disciples,",weekday_direct,100,match_exact
standard,Ordinary Time/32/Monday/I,497,first_reading,1 Macc 1:10-63,"In those days, From the successor of Alexander the Great came forth a sinful root,",,,0,no_authoritative_source
standard,Ordinary Time/32/Monday/I,497,gospel,John 8:12,12. AS Jesus passed by he saw a man blind from birth.,AS Jesus passed by he saw a man blind from birth.,sunday_column_right,100,match_exact
standard,Ordinary Time/32/Tuesday/I,492,first_reading,Wis 2:23 – 3.9,Reading text unavailable for Wis 2:23 – 3.9.,"God created us for incorruption,",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/32/Tuesday/I,492,gospel,Luke 17:7-10,"At that time, “Who among you would say to your slave","Jesus said to the disciples, ""Who among you would say to your slave",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/32/Tuesday/II,492,first_reading,"Titus 2:1-8, 11-14","My child: God created us for incorruption,",Teach what is consistent with sound doctrine.,weekday_direct,100,substantive_mismatch
standard,Ordinary Time/32/Tuesday/II,492,gospel,Luke 17:7-10,"At that time, “Who among you would say to your slave","Jesus said to the disciples, ""Who among you would say to your slave",weekday_direct,100,substantive_mismatch
standard,Ordinary Time/32/Wednesday/I,493,first_reading,Wis 6:1-11,"1. Listen therefore, O kings, and understand;","Listen therefore, O kings, and understand;",weekday_direct,100,match_exact
