source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Ordinary Time/19/Friday/I,417,gospel,Matt 19:3-12,"Some Pharisees came to Jesus, and to test him they asked,","At that time,","And Pharisees came up to him and tested him by asking, ""Is it lawful to divorce one's wife for any cause?""","Some Pharisees came to Jesus, and to test him they asked,",
standard,Ordinary Time/19/Saturday/I,418,first_reading,"Ruth 2:1-3, 8-11","In those days: 14. “Revere the Lord,","In those days,","Now Naomi had a kinsman of her husbands, a man of wealth, of the family of Elimelech, whose name was Boaz.","In those days, “Revere the Lord,",
standard,Ordinary Time/19/Saturday/I,418,gospel,Matt 23:1-12,"Jesus said to the crowds and to his disciples,","At that time,","Then said Jesus to the crowds and to his disciples,","Jesus said to the crowds and to his disciples,",
standard,Ordinary Time/19/Saturday/II,418,first_reading,"Jer 26:11-16, 24","After Jeremiah had spoken all that the Lord had commanded, the officials of Judah came from the king's house and took their seat at the New Gate of the house of the Lord. Then the priests and the prophets said to the officials",Thus says the LORD:,"Then the priests and the prophets said to the princes and to all the people, ""This man deserves the sentence of death, because he has prophesied against this city, as you have heard with your own ears.""","11. After Jeremiah had spoken all that the Lord had commanded, the officials of Judah came from the king's house and took their seat at the New Gate of the house of the Lord. Then the priests and the prophets said to the officials",verse_number_in_rendered
standard,Ordinary Time/19/Saturday/II,418,gospel,Matt 14:1-12,Herod the ruler heard reports about Jesus;,"At that time,",At that time Herod the tetrarch heard about the fame of Jesus;,1. Herod the ruler heard reports about Jesus;,
standard,Ordinary Time/20/Sunday/A,,first_reading,"Isa 56:1, 6-7",,Thus says the LORD:,"Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.","1. Thus says the LORD: ""Keep justice, and do righteousness, for soon my salvation will come, and my deliverance be revealed.",raw_verse_conjunction:thus
standard,Ordinary Time/20/Sunday/A,,gospel,Matt 15:21-28,,"At that time,",And Jesus went away from there and withdrew to the district of Tyre and Sidon.,At that time: Jesus went away from there and withdrew to the district of Tyre and Sidon.,
standard,Ordinary Time/20/Sunday/B,,first_reading,Prov 9:1-6,"WISDOM has built her house, she has set up her seven columns;","Hear, my children:",she has set up her seven pillars.,"1. WISDOM has built her house, she has set up her seven columns;",
standard,Ordinary Time/20/Sunday/B,,gospel,John 6:51-58,,"At that time,","I am the living bread which came down from heaven; if any one eats of this bread, he will live for ever; and the bread which I shall give for the life of the world is my flesh.""","At that time: I am the living bread which came down from heaven; if any one eats of this bread, he will live for ever; and the bread which I shall give for the life of the world is my flesh.""",
standard,Ordinary Time/20/Sunday/C,"IN those days, the princes said to the king: ""Jeremiah ought to be put to death;",first_reading,"Jer 38:4-6, 8-10",,Thus says the LORD:,"Then the princes said to the king, ""Let this man be put to death, for  he is weakening the hands of the soldiers who are left in this city, and the hands of all the people, by speaking such words to them. For this man is not seeking the welfare of this people, but their harm.""","Thus says the LORD: The princes said to the king, ""Let this man be put to death, for  he is weakening the hands of the soldiers who are left in this city, and the hands of all the people, by speaking such words to them. For this man is not seeking the welfare of this people, but their harm.""",
standard,Ordinary Time/20/Sunday/C,"IN those days, the princes said to the king: ""Jeremiah ought to be put to death;",gospel,John 12:49-53,"I have come to set the earth on fire,","At that time,",For I have not spoken on my own authority; the Father who sent me has himself given me commandment what to say and what to speak.,"49. I have come to set the earth on fire,",verse_number_in_rendered
standard,Ordinary Time/20/Monday/I,419,first_reading,Judges 2:11-19,After the death of Joshua,,And the people of Israel did what was evil in the sight of the LORD and served the Baals;,11. After the death of Joshua,verse_number_in_rendered
standard,Ordinary Time/20/Monday/I,419,gospel,Matt 19:16-22,"A man came to Jesus and said,","At that time,","And behold, one came up to him, saying, ""Teacher, what good deed must I do, to have eternal life?""","16. A man came to Jesus and said,",verse_number_in_rendered
standard,Ordinary Time/20/Tuesday/I,420,first_reading,Judges 6:11-24a,"The angel of the Lord came and sat under the oak at Ophrah,",,"Now the angel of the LORD came and sat under the oak at Ophrah, which belonged to Joash the Abiezrite, as his son Gideon was beating out wheat in the wine press, to hide it from the Midianites.","The angel of the Lord came and sat under the oak at Ophrah,",
standard,Ordinary Time/20/Tuesday/I,420,gospel,Matt 19:23-30,"Jesus said to his disciples,","At that time,","And Jesus said to his disciples, ""Truly, I say to you, it will be hard for a rich man to enter the kingdom of heaven.",Jesus said to his disciples,
standard,Ordinary Time/20/Wednesday/I,421,first_reading,Judges 9:6-15,"All the lords of Shechem and all Beth-millo came together,",,"And all the citizens of Shechem came together, and all Beth-millo, and they went and made Abimelech king, by the oak of the pillar at Shechem.","6. All the lords of Shechem and all Beth-millo came together,",verse_number_in_rendered
standard,Ordinary Time/20/Wednesday/I,421,gospel,Matt 20:1-16a,"Jesus spoke this parable to the disciples: ""The kingdom of heaven is like a landowner","At that time,","""For the kingdom of heaven is like a householder who went out early in the morning to hire laborers for his vineyard.","1. Jesus spoke this parable to the disciples: ""The kingdom of heaven is like a landowner",
standard,Ordinary Time/20/Wednesday/II,421,first_reading,Ezekiel 34:1-11,"All the lords of Shechem and all Beth-millo came together,",,The word of the LORD came to me:,"1. All the lords of Shechem and all Beth-millo came together,",
standard,Ordinary Time/20/Wednesday/II,421,gospel,Matt 20:1-16a,"Jesus spoke this parable to the disciples: ""The kingdom of heaven is like a landowner","At that time,","""For the kingdom of heaven is like a householder who went out early in the morning to hire laborers for his vineyard.","1. Jesus spoke this parable to the disciples: ""The kingdom of heaven is like a landowner",
standard,Ordinary Time/20/Thursday/I,422,first_reading,Judges 11:29-39a,"The spirit of the Lord came upon Jephthah,",,"Then the Spirit of the LORD came upon Jephthah, and he passed through Gilead and Manasseh, and passed on to Mizpah of Gilead, and from Mizpah of Gilead he passed on to the Ammonites.","29. The spirit of the Lord came upon Jephthah,",verse_number_in_rendered
standard,Ordinary Time/20/Thursday/I,422,gospel,Matt 22:1-14,Once more Jesus spoke to the chief priests,"At that time,","And again Jesus spoke to them in parables, saying,",1. Once more Jesus spoke to the chief priests,
standard,Ordinary Time/20/Thursday/II,422,first_reading,Ezekiel 36:23-28,"The spirit of the Lord came upon Jephthah,",,"And I will vindicate the holiness of my great name, which has been profaned among the nations, and which you have profaned among them; and the nations will know that I am the LORD, says the Lord GOD, when through you I vindicate my holiness before their eyes.","23. The spirit of the Lord came upon Jephthah,",verse_number_in_rendered
standard,Ordinary Time/20/Thursday/II,422,gospel,Matt 22:1-14,Once more Jesus spoke to the chief priests,"At that time,","And again Jesus spoke to them in parables, saying,",1. Once more Jesus spoke to the chief priests,
standard,Ordinary Time/20/Friday/I,423,first_reading,"Ruth 1:1-2ab, 3-6, 14b-16, 22","In the days when the judges ruled,","In those days,","In the days when the judges ruled there was a famine in the land, and a certain man of Bethlehem in Judah went to sojourn in the country of Moab, he and his wife and his two sons.","1. In the days when the judges ruled,",
standard,Ordinary Time/20/Friday/I,423,gospel,Matt 22:34-40,"When the Pharisees heard that Jesus had silenced the Sadducees,","At that time,","But when the Pharisees heard that he had silenced the Sadducees, they came together.","34. When the Pharisees heard that Jesus had silenced the Sadducees,",verse_number_in_rendered
standard,Ordinary Time/20/Friday/II,423,first_reading,Ezekiel 37:1-14,"In the days when the judges ruled,",,"The hand of the LORD was upon me, and he brought me out by the Spirit of the LORD, and set me down in the midst of the valley;  it was full of bones.","1. In the days when the judges ruled,",
standard,Ordinary Time/20/Friday/II,423,gospel,Matt 22:34-40,"When the Pharisees heard that Jesus had silenced the Sadducees,","At that time,","But when the Pharisees heard that he had silenced the Sadducees, they came together.","34. When the Pharisees heard that Jesus had silenced the Sadducees,",verse_number_in_rendered
standard,Ordinary Time/20/Saturday/I,424,first_reading,1 Thess 4:9-11,"Now concerning love of the brothers and sisters,",,"But concerning love of the brethren you have no need to have any one write to you, for you yourselves have been taught by God to love one another;","Now concerning love of the brothers and sisters,",
standard,Ordinary Time/20/Saturday/I,424,gospel,Matt 25:14-30,"Jesus told this parable to the disciples: ""The kingdom of heaven will be like this. It is as if a man, going on a journey,","At that time,","""For it will be as when a man going on a journey called his servants and entrusted to them his property;","Jesus told this parable to the disciples: ""The kingdom of heaven will be like this. It is as if a man, going on a journey,",
standard,Ordinary Time/20/Saturday/II,424,first_reading,2 Cor 9:6-10,"The one who sows sparingly will also reap sparingly,",Brethren:,"The point is this: he who sows sparingly will also reap sparingly, and he who sows bountifully will also reap bountifully.","6. The one who sows sparingly will also reap sparingly,",verse_number_in_rendered
standard,Ordinary Time/20/Saturday/II,424,gospel,John 12:24-26,"At that time: 1. Jesus said to the crowds and to his disciples,","At that time,","Truly, truly, I say to you, unless a grain of wheat falls into the earth and dies, it remains alone; but if it dies, it bears much fruit.","At that time, Jesus said to the crowds and to his disciples,",
