source,day_label,lect_num,type,reference,csv_incipit,derived_incipit,db_first_verse,rendered_first_line,problems
standard,Ordinary Time/7/Wednesday/II,343,first_reading,James 4.13-17,"Come now, you who say",,[NO_CHAPTER: Jas 4],Reading text unavailable for James 4.13-17.,text_unavailable
standard,Ordinary Time/7/Wednesday/II,343,gospel,Mark 9.38-40,"John, one of the disciples, said to Jesus","At that time,","John said to him, ""Teacher, we saw a man casting out demons in your name,  and we forbade him, because he was not following us.""",Reading text unavailable for Mark 9.38-40.,text_unavailable
standard,Ordinary Time/7/Wednesday/II,343,first_reading,James 4.13-17,"Come now, you who say",,[NO_CHAPTER: Jas 4],Reading text unavailable for James 4.13-17.,text_unavailable
standard,Ordinary Time/7/Wednesday/II,343,gospel,Mark 9.38-40,"John, one of the disciples, said to Jesus","At that time,","John said to him, ""Teacher, we saw a man casting out demons in your name,  and we forbade him, because he was not following us.""",Reading text unavailable for Mark 9.38-40.,text_unavailable
standard,Ordinary Time/7/Thursday/I,344,first_reading,Sir 5.1-8,Do not rely on your wealth,"My son,","Do not set your heart on your wealth, nor say, ""I have enough.""",Reading text unavailable for Sir 5.1-8.,text_unavailable
standard,Ordinary Time/7/Thursday/I,344,gospel,Mark 9.41-50,"Jesus said to the disciples ""Truly I tell you","At that time,","For truly, I say to you, whoever gives you a cup of water to drink because you bear the name of Christ, will by no means lose his reward.",Reading text unavailable for Mark 9.41-50.,text_unavailable
standard,Ordinary Time/7/Thursday/I,344,first_reading,Sir 5.1-8,Do not rely on your wealth,"My son,","Do not set your heart on your wealth, nor say, ""I have enough.""",Reading text unavailable for Sir 5.1-8.,text_unavailable
standard,Ordinary Time/7/Thursday/I,344,gospel,Mark 9.41-50,"Jesus said to the disciples ""Truly I tell you","At that time,","For truly, I say to you, whoever gives you a cup of water to drink because you bear the name of Christ, will by no means lose his reward.",Reading text unavailable for Mark 9.41-50.,text_unavailable
standard,Ordinary Time/7/Thursday/II,344,first_reading,James 5.1-6,"Come now, you rich people",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5.1-6.,text_unavailable
standard,Ordinary Time/7/Thursday/II,344,gospel,Mark 9.41-50,"Jesus said to the disciples ""Truly I tell you","At that time,","For truly, I say to you, whoever gives you a cup of water to drink because you bear the name of Christ, will by no means lose his reward.",Reading text unavailable for Mark 9.41-50.,text_unavailable
standard,Ordinary Time/7/Thursday/II,344,first_reading,James 5.1-6,"Come now, you rich people",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5.1-6.,text_unavailable
standard,Ordinary Time/7/Thursday/II,344,gospel,Mark 9.41-50,"Jesus said to the disciples ""Truly I tell you","At that time,","For truly, I say to you, whoever gives you a cup of water to drink because you bear the name of Christ, will by no means lose his reward.",Reading text unavailable for Mark 9.41-50.,text_unavailable
standard,Ordinary Time/7/Friday/I,345,first_reading,Sir 6.5-17,My child pleasant speech multiplies friends,"My son,","A pleasant voice multiplies friends,",Reading text unavailable for Sir 6.5-17.,text_unavailable
standard,Ordinary Time/7/Friday/I,345,gospel,Mark 10.1-12,Jesus continued his journey,"At that time,","And he left there and went to the region of Judea and beyond the Jordan, and crowds gathered to him again; and again, as his custom was, he taught them.",Reading text unavailable for Mark 10.1-12.,text_unavailable
standard,Ordinary Time/7/Friday/I,345,first_reading,Sir 6.5-17,My child pleasant speech multiplies friends,"My son,","A pleasant voice multiplies friends,",Reading text unavailable for Sir 6.5-17.,text_unavailable
standard,Ordinary Time/7/Friday/I,345,gospel,Mark 10.1-12,Jesus continued his journey,"At that time,","And he left there and went to the region of Judea and beyond the Jordan, and crowds gathered to him again; and again, as his custom was, he taught them.",Reading text unavailable for Mark 10.1-12.,text_unavailable
standard,Ordinary Time/7/Friday/II,345,first_reading,James 5.9-12,"Beloved do not grumble against one another, so that you may not be judged",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5.9-12.,text_unavailable
standard,Ordinary Time/7/Friday/II,345,gospel,Mark 10.1-12,Jesus continued his journey,"At that time,","And he left there and went to the region of Judea and beyond the Jordan, and crowds gathered to him again; and again, as his custom was, he taught them.",Reading text unavailable for Mark 10.1-12.,text_unavailable
standard,Ordinary Time/7/Friday/II,345,first_reading,James 5.9-12,"Beloved do not grumble against one another, so that you may not be judged",,[NO_CHAPTER: Jas 5],Reading text unavailable for James 5.9-12.,text_unavailable
standard,Ordinary Time/7/Friday/II,345,gospel,Mark 10.1-12,Jesus continued his journey,"At that time,","And he left there and went to the region of Judea and beyond the Jordan, and crowds gathered to him again; and again, as his custom was, he taught them.",Reading text unavailable for Mark 10.1-12.,text_unavailable
standard,Ordinary Time/8/Sunday/A,,first_reading,Isa 49:14-15,"ZION said, ""The Lord has forsaken me",Thus says the LORD:,"But Zion said, ""The LORD has forsaken me, my Lord has forgotten me.""","14. But Zion said, ""The LORD has forsaken me, my Lord has forgotten me.""",raw_verse_conjunction:but; verse_number_in_rendered
standard,Ordinary Time/8/Sunday/A,,gospel,Matt 6:24-34,"JESUS said to his disciples ""No one can serve two masters",Jesus said to his disciples:,"""No one can serve two masters; for either he will hate the one and love the other, or he will be devoted to the one and despise the other. You cannot serve God and mammon.","24. ""No one can serve two masters; for either he will hate the one and love the other, or he will be devoted to the one and despise the other. You cannot serve God and mammon.",verse_number_in_rendered
standard,Ordinary Time/8/Sunday/B,,first_reading,"Hos 2:16b, 17b, 21-22",THUS says the Lord I will lead her into the desert,Thus says the LORD:,"""And in that day, says the LORD, you will call me, 'My husband,' and no longer will you call me, 'My Baal.'",16. THUS says the Lord:: ',raw_verse_conjunction:thus; verse_number_in_rendered
standard,Ordinary Time/8/Sunday/B,,gospel,Mark 2:18-22,THE disciples of John and of the Pharisees were accustomed to fast.,"At that time,","Now John's disciples and the Pharisees were fasting; and people came and said to him, ""Why do John's disciples and the disciples of the Pharisees fast, but your disciples do not fast?""","18. THE disciples of John: Now John's disciples and the Pharisees were fasting; and people came and said to him, ""Why do John's disciples and the disciples of the Pharisees fast, but your disciples do not fast?""",verse_number_in_rendered; conjunction_after_incipit:now
standard,Ordinary Time/8/Sunday/C,,first_reading,Sir 27:4-7,"WHEN a sieve is shaken, the husks appear","My son,","When a sieve is shaken, the refuse remains; so a man's filth remains in his thoughts.","4. When a sieve is shaken, the refuse remains; so a man's filth remains in his thoughts.",verse_number_in_rendered
standard,Ordinary Time/8/Sunday/C,,gospel,Luke 6:39-45,JESUS told his disciples a parable,"At that time,","He also told them a parable: ""Can a blind man lead a blind man? Will they not both fall into a pit?","39. Jesus also told them a parable: ""Can a blind man lead a blind man? Will they not both fall into a pit?",verse_number_in_rendered
standard,Ordinary Time/8/Monday/I,347,first_reading,"Sir 17.24-27, 29",To those who repent God grants a return,"My son,","Yet to those who repent he grants a return, and he encourages those whose endurance is failing.","Reading text unavailable for Sir 17.24-27, 29.",text_unavailable
standard,Ordinary Time/8/Monday/I,347,gospel,Mark 10.17-27,As Jesus was setting out on a journey,"At that time,","And as he was setting out on his journey, a man ran up and knelt before him, and asked him, ""Good Teacher, what must I do to inherit eternal life?""",Reading text unavailable for Mark 10.17-27.,text_unavailable
standard,Ordinary Time/8/Monday/I,347,first_reading,"Sir 17.24-27, 29",To those who repent God grants a return,"My son,","Yet to those who repent he grants a return, and he encourages those whose endurance is failing.","Reading text unavailable for Sir 17.24-27, 29.",text_unavailable
standard,Ordinary Time/8/Monday/I,347,gospel,Mark 10.17-27,As Jesus was setting out on a journey,"At that time,","And as he was setting out on his journey, a man ran up and knelt before him, and asked him, ""Good Teacher, what must I do to inherit eternal life?""",Reading text unavailable for Mark 10.17-27.,text_unavailable
standard,Ordinary Time/8/Monday/II,347,first_reading,1 Peter 1.3-9,Blessed be the God and Father of our Lord Jesus Christ!,,"Blessed be the God and Father of our Lord Jesus Christ! By his great mercy we have been born anew to a living hope through the resurrection of Jesus Christ from the dead,",Reading text unavailable for 1 Peter 1.3-9.,text_unavailable
standard,Ordinary Time/8/Monday/II,347,gospel,Mark 10.17-27,As Jesus was setting out on a journey,"At that time,","And as he was setting out on his journey, a man ran up and knelt before him, and asked him, ""Good Teacher, what must I do to inherit eternal life?""",Reading text unavailable for Mark 10.17-27.,text_unavailable
standard,Ordinary Time/8/Monday/II,347,first_reading,1 Peter 1.3-9,Blessed be the God and Father of our Lord Jesus Christ!,,"Blessed be the God and Father of our Lord Jesus Christ! By his great mercy we have been born anew to a living hope through the resurrection of Jesus Christ from the dead,",Reading text unavailable for 1 Peter 1.3-9.,text_unavailable
standard,Ordinary Time/8/Monday/II,347,gospel,Mark 10.17-27,As Jesus was setting out on a journey,"At that time,","And as he was setting out on his journey, a man ran up and knelt before him, and asked him, ""Good Teacher, what must I do to inherit eternal life?""",Reading text unavailable for Mark 10.17-27.,text_unavailable
standard,Ordinary Time/8/Tuesday/I,348,first_reading,Sir 35.1-15,The one who keeps the law makes many offerings,"My son,",He who keeps the law makes many offerings; he who heeds the commandments sacrifices a peace offering.,Reading text unavailable for Sir 35.1-15.,text_unavailable
standard,Ordinary Time/8/Tuesday/I,348,gospel,Mark 10.28-31,Peter began to say to Jesus,"At that time,","Peter began to say to him, ""Lo, we have left everything and followed you.""",Reading text unavailable for Mark 10.28-31.,text_unavailable
standard,Ordinary Time/8/Tuesday/I,348,first_reading,Sir 35.1-15,The one who keeps the law makes many offerings,"My son,",He who keeps the law makes many offerings; he who heeds the commandments sacrifices a peace offering.,Reading text unavailable for Sir 35.1-15.,text_unavailable
standard,Ordinary Time/8/Tuesday/I,348,gospel,Mark 10.28-31,Peter began to say to Jesus,"At that time,","Peter began to say to him, ""Lo, we have left everything and followed you.""",Reading text unavailable for Mark 10.28-31.,text_unavailable
standard,Ordinary Time/8/Tuesday/II,348,first_reading,1 Peter 1.10-16,Beloved the prophets who prophesied of the grace that was to be yours,,The prophets who prophesied of the grace that was to be yours searched and inquired about this salvation;,Reading text unavailable for 1 Peter 1.10-16.,text_unavailable
standard,Ordinary Time/8/Tuesday/II,348,gospel,Mark 10.28-31,Peter began to say to Jesus,"At that time,","Peter began to say to him, ""Lo, we have left everything and followed you.""",Reading text unavailable for Mark 10.28-31.,text_unavailable
standard,Ordinary Time/8/Tuesday/II,348,first_reading,1 Peter 1.10-16,Beloved the prophets who prophesied of the grace that was to be yours,,The prophets who prophesied of the grace that was to be yours searched and inquired about this salvation;,Reading text unavailable for 1 Peter 1.10-16.,text_unavailable
