season,week,day,feast,rank,color,month,day_of_month,title,collect,secret,communion,postcommunion,source_file
Lent,4,Thursday,,,,,,Feria Quinta infra Hebdomadam IV in Quadragesima,"Grant, we beseech You, almighty God, that we who are chastising the flesh by fasting, may rejoice in this holy practice and thus, with earthly passions subdued, we may the more readily direct our thoughts to heavenly things.","Cleanse us, O merciful God, so that the prayers of Your Church, which we bring You as a pleasing gift, may be even more pleasing to You, once our hearts are purified.","!Ps 70:16-18
O Lord, I will tell of Your singular justice. O God, You have taught me from my youth; and now that I am old and gray, O God, forsake me not.","O Lord, we beseech you, do not allow the heavenly gifts, which You have given for healing Your faithful people, to become a reason for condemning those who receive them.",Quad4-4.txt
Lent,4,Thursday,,,,,,Feria Quinta infra Hebdomadam IV in Quadragesima,"Grant, we beseech You, almighty God, that we who are chastising the flesh by fasting, may rejoice in this holy practice and thus, with earthly passions subdued, we may the more readily direct our thoughts to heavenly things.","Cleanse us, O merciful God, so that the prayers of Your Church, which we bring You as a pleasing gift, may be even more pleasing to You, once our hearts are purified.","!Ps 70:16-18
O Lord, I will tell of Your singular justice. O God, You have taught me from my youth; and now that I am old and gray, O God, forsake me not.","O Lord, we beseech you, do not allow the heavenly gifts, which You have given for healing Your faithful people, to become a reason for condemning those who receive them.",Quad4-4t.txt
Lent,4,Friday,,,,,,Feria Sexta infra Hebdomadam IV in Quadragesima,"O God, Who by your wondrous sacraments renew the world, grant that Your church may benefit from Your eternal decrees and not be deprived of temporal help.","May the gifts we offer, O Lord, cleanse us, we beseech You, that You may be always merciful to us.","!Jn 11:33, 35, 43-44, 39
The Lord, seeing the sisters of Lazarus weeping at the tomb, wept before the Jews, and cried out: Lazarus, come forth”: and he who had been dead four days came forth, bound hands and feet.","May the reception of this sacrament, we beseech You, O Lord, always free us from sin and protect us from all that works against us.",Quad4-5.txt
Lent,4,Friday,,,,,,Feria Sexta infra Hebdomadam IV in Quadragesima,"O God, Who by your wondrous sacraments renew the world, grant that Your church may benefit from Your eternal decrees and not be deprived of temporal help.","May the gifts we offer, O Lord, cleanse us, we beseech You, that You may be always merciful to us.","!Jn 11:33, 35, 43-44, 39
The Lord, seeing the sisters of Lazarus weeping at the tomb, wept before the Jews, and cried out: Lazarus, come forth”: and he who had been dead four days came forth, bound hands and feet.","May the reception of this sacrament, we beseech You, O Lord, always free us from sin and protect us from all that works against us.",Quad4-5t.txt
Lent,4,Saturday,,,,,,Sabbato infra Hebdomadam IV in Quadragesima,"Make fruitful, we beseech You, O Lord, the zeal of our fervent devotion; for only if it pleases You shall the fasting we have undertaken be of benefit to us.","Graciously accept our offerings, O Lord, we beseech You, and mercifully direct our still rebellious wills to You.","!Ps 22:1-2
The Lord is my Shepherd; I shall not want. In verdant pastures He gives me repose; beside restful waters He leads me.","May Your holy sacrament cleanse us, we beseech You, O Lord, and may its power make us pleasing to You.",Quad4-6.txt
Lent,4,Saturday,,,,,,Sabbato infra Hebdomadam IV in Quadragesima,"Make fruitful, we beseech You, O Lord, the zeal of our fervent devotion; for only if it pleases You shall the fasting we have undertaken be of benefit to us.","Graciously accept our offerings, O Lord, we beseech You, and mercifully direct our still rebellious wills to You.","!Ps 22:1-2
The Lord is my Shepherd; I shall not want. In verdant pastures He gives me repose; beside restful waters He leads me.","May Your holy sacrament cleanse us, we beseech You, O Lord, and may its power make us pleasing to You.",Quad4-6t.txt
Lent,5,Sunday,,,,,,Dominica de Passione,"Look graciously upon Your household, almighty God, we beseech You, that by Your grace we may be governed in body, and by Your protection safeguarded in mind.","May these offerings, we beseech You, O Lord, loose the bonds of our wickedness, and obtain for us the gifts of Your mercy.","!1 Cor. 11:24-25
This is My Body, which shall be given up for you: this is the cup of the new covenant in My Blood, says the Lord; Do this as often as you receive it, in remembrance of Me.","Stand by us, O Lord our God, and protect by Your everlasting help those to whom You have given new strength through Your sacrament.",Quad5-0.txt
Lent,5,Sunday,,,,,,Dominica de Passionis,"Look graciously upon Your household, almighty God, we beseech You, that by Your grace we may be governed in body, and by Your protection safeguarded in mind.","May these offerings, we beseech You, O Lord, loose the bonds of our wickedness, and obtain for us the gifts of Your mercy.","!1 Cor. 11:24-25
This is My Body, which shall be given up for you: this is the cup of the new covenant in My Blood, says the Lord; Do this as often as you receive it, in remembrance of Me.","Stand by us, O Lord our God, and protect by Your everlasting help those to whom You have given new strength through Your sacrament.",Quad5-0t.txt
Lent,5,Monday,,,,,,Feria Secunda infra Hebdomadam Passionis,"O Lord, we beseech You, make holy our fasting, and graciously lavish upon us forgiveness for all our sins.","Grant us, O Lord our God, that this saving sacrifice may cleanse us of our sins and gain us the favor of Your majesty.","!Ps 23:10
The Lord of Hosts, He is the King of Glory.","May the sacrament of salvation which we have received, we beseech You, O Lord, cleanse and restore us.",Quad5-1.txt
Lent,5,Tuesday,,,,,,Feria Tertia infra Hebdomadam Passionis,"May our fasting be acceptable to You, we beseech You, O Lord; may it be atonement for our sins, make us worthy of Your grace, and lead us to the everlasting remedy of the life to come.","O Lord, we bring You the gifts for sacrifice, as tokens of consolation in this life, so that we may not despair of Your eternal promises.","!Ps 24:22
Redeem me, O God of Israel, from all my distress.","Grant us, we beseech You, almighty God that by constantly performing these holy acts, we may be worthy to come closer to the gifts of heaven.",Quad5-2.txt
Lent,5,Tuesday,,,,,,Feria Tertia infra Hebdomadam Passionis,"May our fasting be acceptable to You, we beseech You, O Lord; may it be atonement for our sins, make us worthy of Your grace, and lead us to the everlasting remedy of the life to come.","O Lord, we bring You the gifts for sacrifice, as tokens of consolation in this life, so that we may not despair of Your eternal promises.","!Ps 24:22
Redeem me, O God of Israel, from all my distress.","Grant us, we beseech You, almighty God that by constantly performing these holy acts, we may be worthy to come closer to the gifts of heaven.",Quad5-2t.txt
Lent,5,Wednesday,,,,,,Feria Quarta infra Hebdomadam Passionis,"In Your mercy, O Lord, may this hallowing fast enlighten the hearts of Your faithful people, and since You have given them the desire to serve You, lend a gracious ear to their prayers.","O merciful God, permit us to offer in sincere submission the gift of satisfaction and praise.","!Ps 25:6-7
I wash my hands in innocence, and I go around Your altar, O Lord, giving voice to my thanks, and recounting all Your wondrous deeds.","We who have shared in the blessing of the heavenly gift humbly pray You, almighty God, that it may be for us the source of sacramental grace and salvation.",Quad5-3.txt
Lent,5,Wednesday,,,,,,Feria Quarta infra Hebdomadam Passionis,"In Your mercy, O Lord, may this hallowing fast enlighten the hearts of Your faithful people, and since You have given them the desire to serve You, lend a gracious ear to their prayers.","O merciful God, permit us to offer in sincere submission the gift of satisfaction and praise.","!Ps 25:6-7
I wash my hands in innocence, and I go around Your altar, O Lord, giving voice to my thanks, and recounting all Your wondrous deeds.","We who have shared in the blessing of the heavenly gift humbly pray You, almighty God, that it may be for us the source of sacramental grace and salvation.",Quad5-3t.txt
Lent,5,Thursday,,,,,,Feria Quinta infra Hebdomadam Passionis,"Grant, we beseech You, almighty God, that the dignity of human nature, weakened by excessive self-indulgence, may be restored by the earnest practice of healing self-denial.","O Lord, our God, Who have especially commanded that these created things, which You have fashioned for the support of our weakness, should also be used as offerings dedicated to Your Name, grant we beseech You, that they may provide for us help in the present life and may be a pledge of life eternal.","!Ps 118:49-50
Remember Your word to Your servant, O Lord, since You have given me hope. This is my comfort in my affliction.","May we receive with pure mind, O Lord, what we have taken by mouth, and as a gift in time, may it become for us a remedy for eternity.",Quad5-4.txt
Lent,5,Thursday,,,,,,Feria Quinta infra Hebdomadam Passionis,"Grant, we beseech You, almighty God, that the dignity of human nature, weakened by excessive self-indulgence, may be restored by the earnest practice of healing self-denial.","O Lord, our God, Who have especially commanded that these created things, which You have fashioned for the support of our weakness, should also be used as offerings dedicated to Your Name, grant we beseech You, that they may provide for us help in the present life and may be a pledge of life eternal.","!Ps 118:49-50
Remember Your word to Your servant, O Lord, since You have given me hope. This is my comfort in my affliction.","May we receive with pure mind, O Lord, what we have taken by mouth, and as a gift in time, may it become for us a remedy for eternity.",Quad5-4t.txt
